geo,name,year,mortality_rate
vnm,Vietnam,2001,28.53
vnm,Vietnam,2002,27.39
vnm,Vietnam,2003,26.45
vnm,Vietnam,2004,25.63
vnm,Vietnam,2005,24.95
vnm,Vietnam,2006,24.39
vnm,Vietnam,2007,23.92
vnm,Vietnam,2008,23.52
vnm,Vietnam,2009,23.18
vnm,Vietnam,2010,22.92
vut,Vanuatu,2000,28.5
vut,Vanuatu,2001,28.29
vut,Vanuatu,2002,28.14
vut,Vanuatu,2003,28.1
vut,Vanuatu,2004,28.14
vut,Vanuatu,2005,28.23
vut,Vanuatu,2006,28.41
vut,Vanuatu,2007,28.6
vut,Vanuatu,2008,28.78
vut,Vanuatu,2009,28.98
vut,Vanuatu,2010,29.13
wsm,Samoa,2000,21.2
wsm,Samoa,2001,20.57
wsm,Samoa,2002,20.07
wsm,Samoa,2003,19.67
wsm,Samoa,2004,19.43
wsm,Samoa,2005,19.28
wsm,Samoa,2006,19.25
wsm,Samoa,2007,19.28
wsm,Samoa,2008,19.33
wsm,Samoa,2009,25.71
wsm,Samoa,2010,19.35
yem,Yemen,2000,94.97
yem,Yemen,2001,90.26
yem,Yemen,2002,85.65
yem,Yemen,2003,81.18
yem,Yemen,2004,76.93
yem,Yemen,2005,72.97
yem,Yemen,2006,69.15
yem,Yemen,2007,65.57
yem,Yemen,2008,62.41
yem,Yemen,2009,60.09
yem,Yemen,2010,58.79
zaf,South Africa,2000,71.52
zaf,South Africa,2001,73.1
zaf,South Africa,2002,74.31
zaf,South Africa,2003,75.72
zaf,South Africa,2004,77.66
zaf,South Africa,2005,78.84
zaf,South Africa,2006,79.2
zaf,South Africa,2007,75.26
zaf,South Africa,2008,68.86
zaf,South Africa,2009,60.32
zaf,South Africa,2010,51.98
zmb,Zambia,2000,155.86
zmb,Zambia,2001,146.89
zmb,Zambia,2002,136.12
zmb,Zambia,2003,125.44
zmb,Zambia,2004,115.2
zmb,Zambia,2005,106.21
zmb,Zambia,2006,98.52
zmb,Zambia,2007,93.25
zmb,Zambia,2008,88.67
zmb,Zambia,2009,83.58
zmb,Zambia,2010,79.01
zwe,Zimbabwe,2000,95.51
zwe,Zimbabwe,2001,93.76
zwe,Zimbabwe,2002,92.62
zwe,Zimbabwe,2003,91.62
zwe,Zimbabwe,2004,92.38
zwe,Zimbabwe,2005,93.1
zwe,Zimbabwe,2006,94.99
zwe,Zimbabwe,2007,95.74
zwe,Zimbabwe,2008,94.48
zwe,Zimbabwe,2009,91.28
zwe,Zimbabwe,2010,86.43
